,ori_node,des_node,ori_layer,des_layer
6265,1902.0,19715.0,2.0,2.0
6266,1902.0,43846.0,2.0,2.0
6267,2097.0,24798.0,2.0,2.0
6268,2097.0,28558.0,2.0,2.0
6269,2175.0,6779.0,2.0,2.0
6270,2175.0,10905.0,2.0,2.0
6271,2175.0,12138.0,2.0,2.0
6272,2175.0,12582.0,2.0,2.0
6273,2175.0,16863.0,2.0,2.0
6274,2467.0,2837.0,2.0,2.0
6275,2467.0,26219.0,2.0,2.0
6276,2467.0,33257.0,2.0,2.0
6277,2523.0,9044.0,2.0,2.0
6278,2523.0,11542.0,2.0,2.0
6279,2523.0,17423.0,2.0,2.0
6280,2523.0,18421.0,2.0,2.0
6281,2523.0,25380.0,2.0,2.0
6282,2523.0,28376.0,2.0,2.0
6283,2523.0,38738.0,2.0,2.0
6284,2523.0,39838.0,2.0,2.0
6285,2676.0,12052.0,2.0,2.0
6286,2676.0,27200.0,2.0,2.0
6287,2708.0,22856.0,2.0,2.0
6288,2760.0,3517.0,2.0,2.0
6289,2760.0,5002.0,2.0,2.0
6290,2760.0,9685.0,2.0,2.0
6291,2760.0,12707.0,2.0,2.0
6292,2760.0,19516.0,2.0,2.0
6293,2760.0,19584.0,2.0,2.0
6294,2760.0,25930.0,2.0,2.0
6295,2760.0,26773.0,2.0,2.0
6296,2760.0,30363.0,2.0,2.0
6297,2760.0,34317.0,2.0,2.0
6298,2760.0,35540.0,2.0,2.0
6299,2760.0,47492.0,2.0,2.0
6300,2760.0,47812.0,2.0,2.0
6301,3220.0,3860.0,2.0,2.0
6302,3220.0,11215.0,2.0,2.0
6303,3597.0,21728.0,2.0,2.0
6304,3597.0,37028.0,2.0,2.0
6305,4176.0,35082.0,2.0,2.0
6306,4176.0,48374.0,2.0,2.0
6307,4480.0,8859.0,2.0,2.0
6308,4480.0,17745.0,2.0,2.0
6309,4480.0,19715.0,2.0,2.0
6310,4480.0,25380.0,2.0,2.0
6311,4480.0,28709.0,2.0,2.0
6312,4480.0,29271.0,2.0,2.0
6313,4480.0,35082.0,2.0,2.0
6314,4570.0,17355.0,2.0,2.0
6315,4570.0,29271.0,2.0,2.0
6316,5002.0,5892.0,2.0,2.0
6317,5002.0,18835.0,2.0,2.0
6318,5002.0,22272.0,2.0,2.0
6319,5002.0,30363.0,2.0,2.0
6320,5002.0,47492.0,2.0,2.0
6321,5397.0,35082.0,2.0,2.0
6322,5647.0,11991.0,2.0,2.0
6323,5647.0,16984.0,2.0,2.0
6324,5647.0,33089.0,2.0,2.0
6325,5647.0,33514.0,2.0,2.0
6326,5653.0,6779.0,2.0,2.0
6327,5653.0,16266.0,2.0,2.0
6328,5653.0,18275.0,2.0,2.0
6329,5719.0,7300.0,2.0,2.0
6330,5719.0,18467.0,2.0,2.0
6331,5729.0,12138.0,2.0,2.0
6332,5729.0,32412.0,2.0,2.0
6333,5729.0,34189.0,2.0,2.0
6334,5772.0,4290.0,2.0,2.0
6335,5772.0,19699.0,2.0,2.0
6336,5892.0,811.0,2.0,2.0
6337,5892.0,2760.0,2.0,2.0
6338,5892.0,5002.0,2.0,2.0
6339,5892.0,12775.0,2.0,2.0
6340,5892.0,18447.0,2.0,2.0
6341,5892.0,22272.0,2.0,2.0
6342,5892.0,34317.0,2.0,2.0
6343,5892.0,48591.0,2.0,2.0
6344,6194.0,2679.0,2.0,2.0
6345,6194.0,5271.0,2.0,2.0
6346,6194.0,9225.0,2.0,2.0
6347,6194.0,10345.0,2.0,2.0
6348,6194.0,32782.0,2.0,2.0
6349,6194.0,38876.0,2.0,2.0
6350,6194.0,42656.0,2.0,2.0
6351,6194.0,42918.0,2.0,2.0
6352,6194.0,44899.0,2.0,2.0
6353,6194.0,45933.0,2.0,2.0
6354,6235.0,8142.0,2.0,2.0
6355,6235.0,13852.0,2.0,2.0
6356,6245.0,4554.0,2.0,2.0
6357,6245.0,6612.0,2.0,2.0
6358,6245.0,32412.0,2.0,2.0
6359,6257.0,31863.0,2.0,2.0
6360,6257.0,41885.0,2.0,2.0
6361,6534.0,20397.0,2.0,2.0
6362,6534.0,24535.0,2.0,2.0
6363,6534.0,33700.0,2.0,2.0
6364,6534.0,43964.0,2.0,2.0
6365,6534.0,46330.0,2.0,2.0
6366,6612.0,6245.0,2.0,2.0
6367,6612.0,26777.0,2.0,2.0
6368,6675.0,11215.0,2.0,2.0
6369,6675.0,27851.0,2.0,2.0
6370,6776.0,16192.0,2.0,2.0
6371,6776.0,29165.0,2.0,2.0
6372,6776.0,35633.0,2.0,2.0
6373,6776.0,44940.0,2.0,2.0
6374,6779.0,2175.0,2.0,2.0
6375,6779.0,5653.0,2.0,2.0
6376,6779.0,10905.0,2.0,2.0
6377,6808.0,12495.0,2.0,2.0
6378,6808.0,18026.0,2.0,2.0
6379,6838.0,11389.0,2.0,2.0
6380,6838.0,34544.0,2.0,2.0
6381,6838.0,51019.0,2.0,2.0
6382,7032.0,8142.0,2.0,2.0
6383,7032.0,15736.0,2.0,2.0
6384,7032.0,34450.0,2.0,2.0
6385,7980.0,12678.0,2.0,2.0
6386,7980.0,27200.0,2.0,2.0
6387,8020.0,26219.0,2.0,2.0
6388,8020.0,33257.0,2.0,2.0
6389,8020.0,38876.0,2.0,2.0
6390,8142.0,6235.0,2.0,2.0
6391,8142.0,7032.0,2.0,2.0
6392,8142.0,22307.0,2.0,2.0
6393,8142.0,23964.0,2.0,2.0
6394,8142.0,27200.0,2.0,2.0
6395,8142.0,40360.0,2.0,2.0
6396,8142.0,49901.0,2.0,2.0
6397,9044.0,2523.0,2.0,2.0
6398,9044.0,45936.0,2.0,2.0
6399,9225.0,6194.0,2.0,2.0
6400,9225.0,38876.0,2.0,2.0
6401,9225.0,42656.0,2.0,2.0
6402,9225.0,42918.0,2.0,2.0
6403,9225.0,45933.0,2.0,2.0
6404,9685.0,335.0,2.0,2.0
6405,9685.0,2760.0,2.0,2.0
6406,9685.0,13745.0,2.0,2.0
6407,9685.0,19516.0,2.0,2.0
6408,9685.0,26411.0,2.0,2.0
6409,9685.0,30363.0,2.0,2.0
6410,9685.0,31640.0,2.0,2.0
6411,9685.0,32217.0,2.0,2.0
6412,9685.0,47492.0,2.0,2.0
6413,9685.0,48282.0,2.0,2.0
6414,9862.0,3860.0,2.0,2.0
6415,9862.0,18467.0,2.0,2.0
6416,10217.0,858.0,2.0,2.0
6417,10217.0,7588.0,2.0,2.0
6418,10217.0,14766.0,2.0,2.0
6419,10217.0,36851.0,2.0,2.0
6420,10368.0,23540.0,2.0,2.0
6421,10368.0,34317.0,2.0,2.0
6422,10548.0,18446.0,2.0,2.0
6423,10548.0,27200.0,2.0,2.0
6424,10548.0,47492.0,2.0,2.0
6425,10548.0,49630.0,2.0,2.0
6426,10756.0,50054.0,2.0,2.0
6427,10804.0,8116.0,2.0,2.0
6428,10804.0,28709.0,2.0,2.0
6429,10804.0,34600.0,2.0,2.0
6430,10905.0,2175.0,2.0,2.0
6431,10905.0,6779.0,2.0,2.0
6432,11215.0,3220.0,2.0,2.0
6433,11215.0,6675.0,2.0,2.0
6434,11215.0,23543.0,2.0,2.0
6435,11215.0,29072.0,2.0,2.0
6436,11215.0,48219.0,2.0,2.0
6437,11389.0,6838.0,2.0,2.0
6438,11389.0,46232.0,2.0,2.0
6439,11730.0,41111.0,2.0,2.0
6440,11730.0,45738.0,2.0,2.0
6441,11991.0,5647.0,2.0,2.0
6442,11991.0,20890.0,2.0,2.0
6443,11991.0,33089.0,2.0,2.0
6444,12277.0,8859.0,2.0,2.0
6445,12277.0,17745.0,2.0,2.0
6446,12281.0,2837.0,2.0,2.0
6447,12281.0,7588.0,2.0,2.0
6448,12281.0,12495.0,2.0,2.0
6449,12281.0,14766.0,2.0,2.0
6450,12281.0,15216.0,2.0,2.0
6451,12281.0,22331.0,2.0,2.0
6452,12281.0,28461.0,2.0,2.0
6453,12281.0,29173.0,2.0,2.0
6454,12281.0,30473.0,2.0,2.0
6455,12281.0,31874.0,2.0,2.0
6456,12281.0,32412.0,2.0,2.0
6457,12281.0,32698.0,2.0,2.0
6458,12281.0,34872.0,2.0,2.0
6459,12281.0,37045.0,2.0,2.0
6460,12678.0,7980.0,2.0,2.0
6461,12678.0,22307.0,2.0,2.0
6462,12678.0,26481.0,2.0,2.0
6463,12678.0,27200.0,2.0,2.0
6464,12678.0,29371.0,2.0,2.0
6465,12678.0,34450.0,2.0,2.0
6466,12686.0,153.0,2.0,2.0
6467,12686.0,998.0,2.0,2.0
6468,12686.0,5044.0,2.0,2.0
6469,12686.0,34524.0,2.0,2.0
6470,12690.0,19516.0,2.0,2.0
6471,12690.0,19715.0,2.0,2.0
6472,12763.0,7458.0,2.0,2.0
6473,12763.0,16158.0,2.0,2.0
6474,12763.0,22856.0,2.0,2.0
6475,12763.0,35082.0,2.0,2.0
6476,12763.0,39573.0,2.0,2.0
6477,12764.0,22447.0,2.0,2.0
6478,12764.0,34946.0,2.0,2.0
6479,12775.0,5892.0,2.0,2.0
6480,12775.0,33013.0,2.0,2.0
6481,12782.0,33871.0,2.0,2.0
6482,12782.0,41470.0,2.0,2.0
6483,13745.0,1133.0,2.0,2.0
6484,13745.0,2760.0,2.0,2.0
6485,13745.0,7300.0,2.0,2.0
6486,13745.0,9685.0,2.0,2.0
6487,13745.0,13745.0,2.0,2.0
6488,13745.0,16766.0,2.0,2.0
6489,13745.0,22872.0,2.0,2.0
6490,13745.0,25380.0,2.0,2.0
6491,13745.0,30363.0,2.0,2.0
6492,13745.0,35082.0,2.0,2.0
6493,13745.0,48282.0,2.0,2.0
6494,14550.0,33013.0,2.0,2.0
6495,14550.0,41111.0,2.0,2.0
6496,14680.0,10350.0,2.0,2.0
6497,14680.0,14605.0,2.0,2.0
6498,14680.0,15927.0,2.0,2.0
6499,14680.0,35082.0,2.0,2.0
6500,14680.0,262044.0,2.0,2.0
6501,14696.0,16461.0,2.0,2.0
6502,14696.0,51312.0,2.0,2.0
6503,14766.0,2837.0,2.0,2.0
6504,14766.0,7588.0,2.0,2.0
6505,14766.0,10217.0,2.0,2.0
6506,14766.0,17617.0,2.0,2.0
6507,14766.0,33257.0,2.0,2.0
6508,14766.0,44899.0,2.0,2.0
6509,15091.0,22279.0,2.0,2.0
6510,15091.0,24535.0,2.0,2.0
6511,15792.0,22279.0,2.0,2.0
6512,15792.0,24535.0,2.0,2.0
6513,15792.0,35082.0,2.0,2.0
6514,15792.0,46409.0,2.0,2.0
6515,15927.0,11801.0,2.0,2.0
6516,15927.0,14605.0,2.0,2.0
6517,15927.0,14680.0,2.0,2.0
6518,15927.0,16158.0,2.0,2.0
6519,15927.0,35082.0,2.0,2.0
6520,16158.0,7458.0,2.0,2.0
6521,16158.0,12763.0,2.0,2.0
6522,16158.0,17150.0,2.0,2.0
6523,16158.0,23690.0,2.0,2.0
6524,16158.0,34600.0,2.0,2.0
6525,16158.0,35082.0,2.0,2.0
6526,16158.0,48253.0,2.0,2.0
6527,16192.0,5099.0,2.0,2.0
6528,16192.0,6776.0,2.0,2.0
6529,16192.0,9042.0,2.0,2.0
6530,16192.0,9217.0,2.0,2.0
6531,16192.0,10138.0,2.0,2.0
6532,16192.0,12288.0,2.0,2.0
6533,16192.0,28519.0,2.0,2.0
6534,16192.0,29165.0,2.0,2.0
6535,16192.0,32927.0,2.0,2.0
6536,16192.0,33908.0,2.0,2.0
6537,16192.0,35633.0,2.0,2.0
6538,16192.0,37324.0,2.0,2.0
6539,16192.0,42467.0,2.0,2.0
6540,16192.0,42596.0,2.0,2.0
6541,16192.0,44940.0,2.0,2.0
6542,16192.0,49583.0,2.0,2.0
6543,16498.0,11652.0,2.0,2.0
6544,16498.0,19234.0,2.0,2.0
6545,16498.0,30231.0,2.0,2.0
6546,16585.0,28158.0,2.0,2.0
6547,16766.0,336.0,2.0,2.0
6548,16766.0,13745.0,2.0,2.0
6549,16766.0,25380.0,2.0,2.0
6550,16766.0,27200.0,2.0,2.0
6551,16766.0,29271.0,2.0,2.0
6552,16766.0,35082.0,2.0,2.0
6553,16863.0,2175.0,2.0,2.0
6554,16863.0,23871.0,2.0,2.0
6555,16984.0,5647.0,2.0,2.0
6556,16984.0,24798.0,2.0,2.0
6557,16984.0,30035.0,2.0,2.0
6558,16984.0,33514.0,2.0,2.0
6559,17150.0,16158.0,2.0,2.0
6560,17150.0,26052.0,2.0,2.0
6561,17355.0,4570.0,2.0,2.0
6562,17355.0,29271.0,2.0,2.0
6563,17355.0,49901.0,2.0,2.0
6564,17423.0,2523.0,2.0,2.0
6565,17423.0,7922.0,2.0,2.0
6566,17423.0,11542.0,2.0,2.0
6567,17423.0,25380.0,2.0,2.0
6568,17425.0,33810.0,2.0,2.0
6569,17425.0,40508.0,2.0,2.0
6570,17617.0,14766.0,2.0,2.0
6571,17617.0,33257.0,2.0,2.0
6572,17617.0,38414.0,2.0,2.0
6573,17745.0,4480.0,2.0,2.0
6574,17745.0,12277.0,2.0,2.0
6575,18026.0,6808.0,2.0,2.0
6576,18026.0,22331.0,2.0,2.0
6577,18026.0,32412.0,2.0,2.0
6578,18397.0,727.0,2.0,2.0
6579,18397.0,43501.0,2.0,2.0
6580,18397.0,44502.0,2.0,2.0
6581,18397.0,45767.0,2.0,2.0
6582,18446.0,10548.0,2.0,2.0
6583,18446.0,18835.0,2.0,2.0
6584,18446.0,35084.0,2.0,2.0
6585,18447.0,5892.0,2.0,2.0
6586,18447.0,7458.0,2.0,2.0
6587,18447.0,23690.0,2.0,2.0
6588,18447.0,35082.0,2.0,2.0
6589,18467.0,5719.0,2.0,2.0
6590,18467.0,7300.0,2.0,2.0
6591,18467.0,9862.0,2.0,2.0
6592,18467.0,37229.0,2.0,2.0
6593,18467.0,39448.0,2.0,2.0
6594,18467.0,45024.0,2.0,2.0
6595,18467.0,49716.0,2.0,2.0
6596,18467.0,50543.0,2.0,2.0
6597,18624.0,16461.0,2.0,2.0
6598,18624.0,25881.0,2.0,2.0
6599,18624.0,28622.0,2.0,2.0
6600,19333.0,43501.0,2.0,2.0
6601,19333.0,44502.0,2.0,2.0
6602,19516.0,2760.0,2.0,2.0
6603,19516.0,12690.0,2.0,2.0
6604,19516.0,19584.0,2.0,2.0
6605,19516.0,22872.0,2.0,2.0
6606,19516.0,30363.0,2.0,2.0
6607,19516.0,33013.0,2.0,2.0
6608,19519.0,10766.0,2.0,2.0
6609,19519.0,42147.0,2.0,2.0
6610,19584.0,2760.0,2.0,2.0
6611,19584.0,19516.0,2.0,2.0
6612,19584.0,23540.0,2.0,2.0
6613,19584.0,34317.0,2.0,2.0
6614,19699.0,5772.0,2.0,2.0
6615,19699.0,33810.0,2.0,2.0
6616,19715.0,1902.0,2.0,2.0
6617,19715.0,4480.0,2.0,2.0
6618,19715.0,8859.0,2.0,2.0
6619,19715.0,12690.0,2.0,2.0
6620,20165.0,29517.0,2.0,2.0
6621,20165.0,39259.0,2.0,2.0
6622,20165.0,41580.0,2.0,2.0
6623,20346.0,249.0,2.0,2.0
6624,20346.0,18624.0,2.0,2.0
6625,20346.0,25881.0,2.0,2.0
6626,20346.0,28524.0,2.0,2.0
6627,20346.0,28622.0,2.0,2.0
6628,20346.0,41580.0,2.0,2.0
6629,20397.0,58.0,2.0,2.0
6630,20397.0,7458.0,2.0,2.0
6631,20397.0,23690.0,2.0,2.0
6632,20397.0,24535.0,2.0,2.0
6633,20397.0,31956.0,2.0,2.0
6634,20397.0,38319.0,2.0,2.0
6635,20549.0,11801.0,2.0,2.0
6636,20549.0,15927.0,2.0,2.0
6637,20549.0,39573.0,2.0,2.0
6638,20890.0,11991.0,2.0,2.0
6639,20890.0,35243.0,2.0,2.0
6640,20954.0,31956.0,2.0,2.0
6641,20954.0,35783.0,2.0,2.0
6642,20981.0,13050.0,2.0,2.0
6643,20981.0,32933.0,2.0,2.0
6644,20981.0,34946.0,2.0,2.0
6645,20981.0,35458.0,2.0,2.0
6646,20981.0,37496.0,2.0,2.0
6647,20981.0,40835.0,2.0,2.0
6648,20981.0,48219.0,2.0,2.0
6649,21046.0,27200.0,2.0,2.0
6650,21046.0,33514.0,2.0,2.0
6651,21215.0,48282.0,2.0,2.0
6652,21215.0,48585.0,2.0,2.0
6653,21728.0,3597.0,2.0,2.0
6654,21728.0,28709.0,2.0,2.0
6655,22272.0,811.0,2.0,2.0
6656,22272.0,5002.0,2.0,2.0
6657,22272.0,35082.0,2.0,2.0
6658,22272.0,48374.0,2.0,2.0
6659,22272.0,48585.0,2.0,2.0
6660,22307.0,12678.0,2.0,2.0
6661,22307.0,27200.0,2.0,2.0
6662,22307.0,34450.0,2.0,2.0
6663,22307.0,38732.0,2.0,2.0
6664,22331.0,843.0,2.0,2.0
6665,22331.0,2837.0,2.0,2.0
6666,22331.0,4598.0,2.0,2.0
6667,22331.0,12281.0,2.0,2.0
6668,22331.0,21257.0,2.0,2.0
6669,22331.0,24142.0,2.0,2.0
6670,22331.0,30259.0,2.0,2.0
6671,22331.0,32412.0,2.0,2.0
6672,22331.0,35053.0,2.0,2.0
6673,22429.0,12495.0,2.0,2.0
6674,22429.0,33225.0,2.0,2.0
6675,22447.0,12764.0,2.0,2.0
6676,22447.0,40835.0,2.0,2.0
6677,22479.0,2837.0,2.0,2.0
6678,22479.0,43119.0,2.0,2.0
6679,22856.0,2708.0,2.0,2.0
6680,22856.0,12763.0,2.0,2.0
6681,22872.0,19516.0,2.0,2.0
6682,22872.0,26411.0,2.0,2.0
6683,22872.0,31640.0,2.0,2.0
6684,23240.0,21047.0,2.0,2.0
6685,23240.0,23284.0,2.0,2.0
6686,23240.0,34874.0,2.0,2.0
6687,23284.0,23240.0,2.0,2.0
6688,23284.0,37342.0,2.0,2.0
6689,23348.0,26777.0,2.0,2.0
6690,23348.0,28524.0,2.0,2.0
6691,23348.0,28622.0,2.0,2.0
6692,23348.0,40253.0,2.0,2.0
6693,23540.0,10368.0,2.0,2.0
6694,23540.0,19584.0,2.0,2.0
6695,23543.0,11215.0,2.0,2.0
6696,23543.0,32505.0,2.0,2.0
6697,23690.0,811.0,2.0,2.0
6698,23690.0,7458.0,2.0,2.0
6699,23690.0,16158.0,2.0,2.0
6700,23690.0,18447.0,2.0,2.0
6701,23690.0,20397.0,2.0,2.0
6702,23690.0,22272.0,2.0,2.0
6703,23690.0,34600.0,2.0,2.0
6704,23690.0,35082.0,2.0,2.0
6705,23690.0,48253.0,2.0,2.0
6706,23871.0,16863.0,2.0,2.0
6707,23871.0,30999.0,2.0,2.0
6708,23964.0,8142.0,2.0,2.0
6709,23964.0,45432.0,2.0,2.0
6710,23964.0,49170.0,2.0,2.0
6711,24142.0,843.0,2.0,2.0
6712,24142.0,22331.0,2.0,2.0
6713,24142.0,35373.0,2.0,2.0
6714,24142.0,41890.0,2.0,2.0
6715,24535.0,6534.0,2.0,2.0
6716,24535.0,15091.0,2.0,2.0
6717,24535.0,15792.0,2.0,2.0
6718,24535.0,20397.0,2.0,2.0
6719,24535.0,33700.0,2.0,2.0
6720,24798.0,2097.0,2.0,2.0
6721,24798.0,16984.0,2.0,2.0
6722,25380.0,1943.0,2.0,2.0
6723,25380.0,2523.0,2.0,2.0
6724,25380.0,4480.0,2.0,2.0
6725,25380.0,9685.0,2.0,2.0
6726,25380.0,11542.0,2.0,2.0
6727,25380.0,13745.0,2.0,2.0
6728,25380.0,16766.0,2.0,2.0
6729,25380.0,17423.0,2.0,2.0
6730,25380.0,18421.0,2.0,2.0
6731,25380.0,27200.0,2.0,2.0
6732,25380.0,30363.0,2.0,2.0
6733,25380.0,35082.0,2.0,2.0
6734,25380.0,37358.0,2.0,2.0
6735,25380.0,38738.0,2.0,2.0
6736,25380.0,39838.0,2.0,2.0
6737,25380.0,40739.0,2.0,2.0
6738,25380.0,41487.0,2.0,2.0
6739,25380.0,48282.0,2.0,2.0
6740,25380.0,50552.0,2.0,2.0
6741,26052.0,17150.0,2.0,2.0
6742,26052.0,48361.0,2.0,2.0
6743,26119.0,32505.0,2.0,2.0
6744,26119.0,40127.0,2.0,2.0
6745,26219.0,2467.0,2.0,2.0
6746,26219.0,2837.0,2.0,2.0
6747,26219.0,8020.0,2.0,2.0
6748,26219.0,33225.0,2.0,2.0
6749,26219.0,33257.0,2.0,2.0
6750,26411.0,9685.0,2.0,2.0
6751,26411.0,45998.0,2.0,2.0
6752,26481.0,4480.0,2.0,2.0
6753,26481.0,12678.0,2.0,2.0
6754,26481.0,43846.0,2.0,2.0
6755,26481.0,48282.0,2.0,2.0
6756,26773.0,2760.0,2.0,2.0
6757,26773.0,11801.0,2.0,2.0
6758,26773.0,35540.0,2.0,2.0
6759,26777.0,6245.0,2.0,2.0
6760,26777.0,6612.0,2.0,2.0
6761,26777.0,12281.0,2.0,2.0
6762,26777.0,23348.0,2.0,2.0
6763,26777.0,32412.0,2.0,2.0
6764,26777.0,36634.0,2.0,2.0
6765,26777.0,39932.0,2.0,2.0
6766,26777.0,41470.0,2.0,2.0
6767,27200.0,2676.0,2.0,2.0
6768,27200.0,7458.0,2.0,2.0
6769,27200.0,7980.0,2.0,2.0
6770,27200.0,8142.0,2.0,2.0
6771,27200.0,9323.0,2.0,2.0
6772,27200.0,10548.0,2.0,2.0
6773,27200.0,12678.0,2.0,2.0
6774,27200.0,16766.0,2.0,2.0
6775,27200.0,21046.0,2.0,2.0
6776,27200.0,22307.0,2.0,2.0
6777,27200.0,25380.0,2.0,2.0
6778,27200.0,26481.0,2.0,2.0
6779,27200.0,33514.0,2.0,2.0
6780,27200.0,33810.0,2.0,2.0
6781,27200.0,34450.0,2.0,2.0
6782,27200.0,34874.0,2.0,2.0
6783,27200.0,35084.0,2.0,2.0
6784,27200.0,35134.0,2.0,2.0
6785,27200.0,35504.0,2.0,2.0
6786,27200.0,37770.0,2.0,2.0
6787,27200.0,42049.0,2.0,2.0
6788,27200.0,44156.0,2.0,2.0
6789,27200.0,47492.0,2.0,2.0
6790,27200.0,49630.0,2.0,2.0
6791,27851.0,6675.0,2.0,2.0
6792,27851.0,34946.0,2.0,2.0
6793,28158.0,16585.0,2.0,2.0
6794,28158.0,46199.0,2.0,2.0
6795,28376.0,2523.0,2.0,2.0
6796,28376.0,3438.0,2.0,2.0
6797,28524.0,20346.0,2.0,2.0
6798,28524.0,23348.0,2.0,2.0
6799,28524.0,28622.0,2.0,2.0
6800,28558.0,2097.0,2.0,2.0
6801,28558.0,11652.0,2.0,2.0
6802,28622.0,249.0,2.0,2.0
6803,28622.0,4663.0,2.0,2.0
6804,28622.0,4919.0,2.0,2.0
6805,28622.0,7300.0,2.0,2.0
6806,28622.0,12582.0,2.0,2.0
6807,28622.0,20346.0,2.0,2.0
6808,28622.0,23348.0,2.0,2.0
6809,28622.0,25881.0,2.0,2.0
6810,28622.0,27192.0,2.0,2.0
6811,28622.0,28524.0,2.0,2.0
6812,28622.0,29517.0,2.0,2.0
6813,28622.0,39490.0,2.0,2.0
6814,28622.0,48562.0,2.0,2.0
6815,29072.0,4290.0,2.0,2.0
6816,29072.0,11215.0,2.0,2.0
6817,29271.0,4480.0,2.0,2.0
6818,29271.0,4570.0,2.0,2.0
6819,29271.0,16766.0,2.0,2.0
6820,29271.0,35082.0,2.0,2.0
6821,29298.0,32625.0,2.0,2.0
6822,29298.0,34544.0,2.0,2.0
6823,29371.0,12678.0,2.0,2.0
6824,29371.0,38732.0,2.0,2.0
6825,29371.0,44995.0,2.0,2.0
6826,30231.0,16498.0,2.0,2.0
6827,30231.0,20201.0,2.0,2.0
6828,30231.0,26104.0,2.0,2.0
6829,30363.0,335.0,2.0,2.0
6830,30363.0,2760.0,2.0,2.0
6831,30363.0,5002.0,2.0,2.0
6832,30363.0,9685.0,2.0,2.0
6833,30363.0,13745.0,2.0,2.0
6834,30363.0,25380.0,2.0,2.0
6835,30999.0,23871.0,2.0,2.0
6836,31640.0,19516.0,2.0,2.0
6837,31640.0,22872.0,2.0,2.0
6838,31640.0,45998.0,2.0,2.0
6839,31956.0,58.0,2.0,2.0
6840,31956.0,351.0,2.0,2.0
6841,31956.0,20954.0,2.0,2.0
6842,31956.0,34697.0,2.0,2.0
6843,32217.0,9685.0,2.0,2.0
6844,32217.0,47492.0,2.0,2.0
6845,32268.0,49716.0,2.0,2.0
6846,32268.0,50543.0,2.0,2.0
6847,32412.0,4554.0,2.0,2.0
6848,32412.0,5729.0,2.0,2.0
6849,32412.0,12281.0,2.0,2.0
6850,32412.0,18026.0,2.0,2.0
6851,32412.0,22331.0,2.0,2.0
6852,32412.0,26777.0,2.0,2.0
6853,32412.0,29173.0,2.0,2.0
6854,32412.0,30503.0,2.0,2.0
6855,32412.0,43119.0,2.0,2.0
6856,32625.0,1965.0,2.0,2.0
6857,32625.0,5044.0,2.0,2.0
6858,32625.0,10018.0,2.0,2.0
6859,32625.0,10138.0,2.0,2.0
6860,32625.0,10761.0,2.0,2.0
6861,32625.0,29298.0,2.0,2.0
6862,32625.0,34544.0,2.0,2.0
6863,32625.0,42649.0,2.0,2.0
6864,32933.0,1833.0,2.0,2.0
6865,32933.0,20981.0,2.0,2.0
6866,33013.0,12775.0,2.0,2.0
6867,33013.0,14550.0,2.0,2.0
6868,33013.0,19516.0,2.0,2.0
6869,33089.0,4264.0,2.0,2.0
6870,33089.0,5647.0,2.0,2.0
6871,33089.0,11991.0,2.0,2.0
6872,33089.0,45432.0,2.0,2.0
6873,33225.0,22429.0,2.0,2.0
6874,33225.0,26219.0,2.0,2.0
6875,33257.0,2837.0,2.0,2.0
6876,33257.0,8020.0,2.0,2.0
6877,33257.0,17617.0,2.0,2.0
6878,33257.0,36851.0,2.0,2.0
6879,33514.0,5647.0,2.0,2.0
6880,33514.0,21046.0,2.0,2.0
6881,33514.0,27200.0,2.0,2.0
6882,33514.0,35134.0,2.0,2.0
6883,33514.0,41380.0,2.0,2.0
6884,33514.0,42049.0,2.0,2.0
6885,33514.0,49470.0,2.0,2.0
6886,33700.0,6534.0,2.0,2.0
6887,33700.0,24535.0,2.0,2.0
6888,33810.0,17425.0,2.0,2.0
6889,33810.0,19699.0,2.0,2.0
6890,33810.0,21696.0,2.0,2.0
6891,33810.0,27200.0,2.0,2.0
6892,33810.0,34874.0,2.0,2.0
6893,33810.0,40508.0,2.0,2.0
6894,33871.0,12782.0,2.0,2.0
6895,33908.0,10138.0,2.0,2.0
6896,33908.0,10367.0,2.0,2.0
6897,33908.0,16192.0,2.0,2.0
6898,33908.0,29165.0,2.0,2.0
6899,33908.0,44940.0,2.0,2.0
6900,33908.0,49583.0,2.0,2.0
6901,34450.0,8142.0,2.0,2.0
6902,34450.0,15736.0,2.0,2.0
6903,34450.0,22307.0,2.0,2.0
6904,34544.0,153.0,2.0,2.0
6905,34544.0,5044.0,2.0,2.0
6906,34544.0,6838.0,2.0,2.0
6907,34544.0,29298.0,2.0,2.0
6908,34544.0,32625.0,2.0,2.0
6909,34544.0,46232.0,2.0,2.0
6910,34697.0,58.0,2.0,2.0
6911,34697.0,351.0,2.0,2.0
6912,34697.0,20474.0,2.0,2.0
6913,34697.0,31956.0,2.0,2.0
6914,34697.0,46330.0,2.0,2.0
6915,34835.0,50054.0,2.0,2.0
6916,34835.0,51019.0,2.0,2.0
6917,34874.0,23240.0,2.0,2.0
6918,34874.0,27200.0,2.0,2.0
6919,34874.0,33810.0,2.0,2.0
6920,34874.0,37770.0,2.0,2.0
6921,34946.0,12764.0,2.0,2.0
6922,34946.0,20981.0,2.0,2.0
6923,34946.0,27851.0,2.0,2.0
6924,34946.0,35458.0,2.0,2.0
6925,34946.0,48219.0,2.0,2.0
6926,35082.0,4176.0,2.0,2.0
6927,35082.0,4480.0,2.0,2.0
6928,35082.0,5397.0,2.0,2.0
6929,35082.0,7458.0,2.0,2.0
6930,35082.0,10775.0,2.0,2.0
