1,2,3,4,5,6,7,8,9,10
0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905,0.23300358533067905
0.24062111013674883,0.24324820653562151,0.23927511134674392,0.24199851664207847,0.2415470514041713,0.23963427469537388,0.24245491573834688,0.24055989272042957,0.24187319992559334,0.2414947587812591
0.2453822473542736,0.2482444999176786,0.24481775783999574,0.247103545931231,0.24687662139642721,0.24601067997582088,0.24879767106701264,0.24633764756320964,0.24586160876727828,0.2475821390217647
0.24797433434200963,0.2526324675294977,0.24786884558989125,0.24977070112480174,0.25072454303770125,0.2502429377237804,0.2519589565503177,0.24854060011175283,0.2493565254917741,0.2500110544617199
0.2498925301527194,0.25473834788341826,0.25094013728830655,0.25170295915766466,0.2526688205025961,0.2514868531823918,0.2538859647422791,0.2509495191384232,0.25214384475053553,0.25250142935081743
0.25192091315575804,0.2572862538824068,0.2524640425073044,0.25240211346580144,0.2545201951519552,0.2544106726442775,0.2542455381575851,0.2526861066091787,0.2529794264008471,0.25372937214769103
0.2527058259993339,0.25776397596980793,0.2529701316707541,0.2535207578568351,0.2542949092006803,0.2542117348640378,0.25488799057334227,0.25435769804661174,0.2550818952359932,0.2553714500120635
0.25243338372961016,0.25633431757460146,0.2532027134010974,0.25411982380013165,0.255822756486688,0.2526819043868817,0.25413171695263137,0.25473522346290306,0.2554457458955627,0.25611128293143387
0.25178585208938037,0.25661136515932464,0.2544219553683754,0.25375708234388294,0.2552172752664012,0.25337879796580176,0.25391437555416574,0.2551237895527202,0.2558890473405381,0.2561075973110526
0.2532678751029705,0.256610713875781,0.2545590560492922,0.25326723757636693,0.2545692266174771,0.25328743686569377,0.25371736326491456,0.255536127820515,0.2555703606535198,0.2559351206743325
0.25435130687004487,0.25573524919503393,0.25365231170826974,0.25262725262158786,0.25369081047142444,0.2521586733322484,0.2535362803332525,0.25519215335394935,0.25434743837335777,0.25623698698796543
0.2561366492625156,0.2550965032157717,0.253909362304681,0.25247517719334117,0.25248518830802275,0.253077920095262,0.25338523809164276,0.25485939701148796,0.25395653571459864,0.2566127517725008
0.2552753782511459,0.2556109958891968,0.25297666023315873,0.25194890633662437,0.2526819833125347,0.2534398878349852,0.25199674500426394,0.2519061118785713,0.2531288296450347,0.2557812807971457
0.25426575365308823,0.25447163544157986,0.2511588626839944,0.25364103904409524,0.2521106095263672,0.2536284361181229,0.2504367663490936,0.2511512231522493,0.2528844794448208,0.25527440551206326
0.2526997938263055,0.2540670781304324,0.24959732729357853,0.25443195670542335,0.25212228177010915,0.2532246618955753,0.24842908912008912,0.2526156480825948,0.253509279698645,0.2550530623962278
0.25199168789822163,0.2546104433953925,0.24909147502872592,0.2528827836440456,0.25073611463335854,0.2521673834319653,0.24763528813685143,0.25118716222280246,0.25237950738058584,0.2534569980441275
0.25077617418974807,0.2532959991226035,0.24834230583880496,0.2524824171060973,0.2507331325471637,0.2523615053706955,0.2478584079786967,0.2501711918004532,0.251331923471708,0.25401242348578756
0.25115792309275015,0.25422517452296584,0.24770031257426353,0.25161120404546444,0.2499748532747171,0.2506283591192957,0.2442762211447168,0.2504344684842447,0.2505297352077101,0.2531997806009568
0.2501571025582842,0.25442018360821433,0.24739124320078773,0.25178497508103054,0.25040767000462055,0.2502773917123333,0.24592208161756623,0.2498943557103881,0.2501563194477972,0.25308890887935653
0.2490789084842204,0.2530036726724053,0.24683642359306798,0.24980827153903143,0.24950033513347158,0.24989062824688893,0.2463602895575948,0.24961327870957473,0.24932802558581083,0.2524226563270669
0.24824189262301502,0.25108160440924127,0.24468897513481022,0.24771825182119414,0.24892655209187753,0.2484707290429141,0.24529879235459265,0.24930323546248462,0.2481239965013351,0.2499604001915054
