1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364,0.1284186305776364
0.15262660201798312,0.15416906049518445,0.15250825105899282,0.14993479023165923,0.15186105209219555,0.1504529202668813,0.15321847233877842,0.15078714513477254,0.15094102682856536,0.15199626781258987,0.15405157560001606,0.15437959134406004,0.15085582491907745,0.15246419898825392,0.14988416681332364,0.15214924104746666,0.15201257555344366,0.15316528205210436,0.15129640966220198,0.15393215222957238
0.16666544327444038,0.16801397851591446,0.16463416083651952,0.16126721424393567,0.16338151731835288,0.16445008098024194,0.16529564175058042,0.16268083116995627,0.16434016134639942,0.16481161127080435,0.16822951163883235,0.1673202524401653,0.16347178556914685,0.16633427705506443,0.16131598980770587,0.16483059508540276,0.16433681619301344,0.1641137390392954,0.16208843231971629,0.16694851584713594
0.1747211714582837,0.17407480648339355,0.17060105158708339,0.17067741213826382,0.1706199919116876,0.17204081650558686,0.1729394429809412,0.1710294341958896,0.17267241394740104,0.1735895128949288,0.17674369956358443,0.17465927524841404,0.17292209328097133,0.1752157928936974,0.17083841194855565,0.17374292505164934,0.1710703487227176,0.17321908956952567,0.1714545498619938,0.17287986618580972
0.18000235080663393,0.17873999416045647,0.17755598523601362,0.1784033334163552,0.17783335067689962,0.1789540830570711,0.17882328490736696,0.1788603737462059,0.1784166644333956,0.179388317558675,0.18155890364183816,0.18079229893903606,0.17777784802835767,0.18054664105912513,0.17687341897755637,0.17870311629745153,0.17891292187698454,0.17685354143367998,0.17997010167117208,0.179436865905915
0.18500676004941663,0.1839171134173178,0.18180676791555647,0.18196293324554844,0.18294321978944933,0.18392074062519814,0.18216454427384782,0.1832854162470658,0.18265741384985687,0.18318426294723955,0.18767625222596582,0.1865923204785273,0.18255483330968245,0.1841428503631938,0.18015264094127512,0.18327789379513673,0.18427993083859218,0.18348734182344473,0.18448670436037354,0.18417965409779424
0.18905137792287985,0.18818355441026852,0.18538588606213377,0.18703170372909328,0.18714548486332497,0.1869735173929902,0.1850567555500588,0.18541937623082025,0.18585326896245435,0.18825748969058645,0.19067712671448056,0.18884742122489578,0.18784620202696076,0.18824636005591294,0.18447365448660494,0.18692708414180945,0.18692933886892477,0.18880479999163716,0.18999359152150247,0.18576308247919815
0.1913068615320587,0.1917314429629164,0.18901917246458116,0.18978288592726597,0.18944797534089752,0.18950239738231456,0.1890942613641605,0.1869694171562983,0.18817033202901365,0.1907923492751209,0.19190502872101883,0.19199725992313557,0.19140741379090825,0.19074635550706967,0.1875005712675259,0.18940442571599686,0.1900910439763384,0.1891995550586399,0.19055182675041418,0.18986314678004146
0.1924022327365416,0.1934903718547973,0.19053170233216396,0.1905027141287586,0.19243608446270438,0.19268100847384187,0.19218896597631632,0.1910357304127285,0.19110424847373655,0.19243073691454685,0.19451735717753282,0.19532652608138895,0.19302465185935758,0.19246459334613567,0.18931832807997306,0.19296711891419266,0.1937085933434392,0.19232946018116323,0.19282887164264234,0.19253205887777688
0.1939817483153792,0.19462734210522747,0.19240230865223212,0.1935349914793561,0.19403080258018365,0.19497390999983577,0.19312307643764334,0.19424547320493168,0.19271317728840637,0.19502637021180075,0.19693491387617493,0.19689025801759746,0.19503883301691358,0.19442684219466008,0.19228744843150483,0.19450457387887252,0.19616420616417865,0.19373142547608363,0.19470839260908024,0.1942958108075995
