1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518,0.08787397688017518
0.08690678995256533,0.08657814569993641,0.08683897558391626,0.0864251732655737,0.0862304921150521,0.08698280428977265,0.08694416028564605,0.08629739647956788,0.08726006258744194,0.08674280993931163,0.08722686770465285,0.08615119536508452,0.0871273853459811,0.08661448086220074,0.08631849155080606,0.08663294437608521,0.08722718124950216,0.08670475526616404,0.08689735740608512,0.0860678031993715
0.08585436360379117,0.08591030659003103,0.08654292690097737,0.08572522389795423,0.08529615827533603,0.08603525099341452,0.08569949040114185,0.0847985908641995,0.08572524150749986,0.08611506652532795,0.08606184584413724,0.08536093677967915,0.08636070287008629,0.08581022131922848,0.08497989795899447,0.08580311192488131,0.08646187939368723,0.08582232172854422,0.08601691149798386,0.08489291554772806
0.08431585254636939,0.08487994990931096,0.08542227842904197,0.08467394906809708,0.08454943530462683,0.08571696427442867,0.08509912227064613,0.08428980058823893,0.08469340440696362,0.08535677748259364,0.08505634563985731,0.08429229599977828,0.08533354041660156,0.08441177213364866,0.08454975183442767,0.08467538774943638,0.08536248614411691,0.084807875952611,0.08472506767099405,0.08420796343506175
0.08375653085392944,0.08378001852166896,0.08454155348513413,0.08405479232346054,0.0839383856399492,0.08469663816191736,0.08458758188924102,0.08365100216200072,0.0840788209960671,0.08454211061748355,0.08405023835945319,0.0838006497766917,0.08497503493454017,0.08376710861240276,0.08376637842902923,0.08322947613466061,0.0847110781201382,0.08345057905522853,0.08351478247794455,0.08327532774291324
0.083215324882065,0.08302281716024476,0.08372146386256148,0.08258606886659996,0.08346611599391571,0.08386770590411223,0.08377879023906518,0.08274241265564569,0.08295428733581803,0.08407824474068051,0.08328311642040111,0.08300865221020588,0.08394733605135946,0.08310168748901572,0.0826088514559168,0.08308487349005891,0.08390967372196477,0.0831270629586983,0.08319842015443736,0.08184466657827164
0.08214438895277473,0.08296332441475358,0.08256483083620605,0.08199887706422383,0.0827841789322917,0.08266587601298027,0.0826914177502457,0.08179923683860667,0.08262501388934229,0.0832292473071743,0.08243048847796206,0.0824446479060548,0.08284654188305954,0.08259856205406257,0.08218171844698872,0.0820250053126447,0.08281326747522673,0.08246277462388968,0.0827733348521993,0.08149351160072849
0.08132249888618147,0.08199828680930063,0.08181624563998446,0.08139303898997259,0.08224264110742131,0.08202344780086357,0.08164674495992379,0.08057120050802917,0.08118579206298739,0.08257490244346365,0.08204062647542883,0.08208765602847666,0.0816993128922346,0.08220044333045823,0.08162471208174593,0.08093623464485851,0.08297192114944221,0.08188281350854916,0.08240582871155364,0.08086945291541688
0.08065489556411083,0.08127738063140387,0.08092968664337787,0.0807899194344404,0.08163241049438501,0.08130746213533578,0.08075482174148498,0.07996595545742008,0.08068932875116802,0.08203160370808683,0.08109622904781118,0.08203057282148225,0.0809026876029847,0.08144567715078818,0.08105070234454075,0.08009554324088165,0.08243973845893399,0.08135850305330465,0.08223012526564921,0.0804448062339612
0.07990735376511847,0.08038976877901326,0.08021793796559494,0.08001008368439824,0.08078742260535016,0.08050605523778087,0.07987504304160807,0.07933657225399103,0.08002831735714436,0.08108217186686108,0.08021910482506692,0.08149151979745949,0.08047998341207298,0.08060738718830016,0.0812101719593264,0.07965516324671729,0.08167594346084811,0.08068556195516138,0.08168451291246888,0.07984929169769311
